participant,image,image_type,RT
S030,S17,ingroup,1186.124745055817
S030,S18,ingroup,572.9507608012186
S030,S19,ingroup,536.9852323969624
S030,S20,ingroup,893.3873283966072
S030,S21,ingroup,1048.8010296623263
S030,S22,ingroup,653.4111005761255
S030,S23,ingroup,698.2418173808619
S030,S24,ingroup,968.4523908320882
S030,S25,ingroup,695.7498827617375
S030,S26,outgroup,1124.1061498121755
S030,S27,outgroup,614.6589648435674
S030,S28,outgroup,1137.200429488597
S030,S29,outgroup,851.0312424392382
S030,S30,outgroup,818.8839926950191
S030,S31,outgroup,862.5804890708704
S030,S32,outgroup,754.6267448744755
S030,S33,outgroup,883.9074169567364
S030,S34,outgroup,880.9586942465077
S030,S35,outgroup,698.984976204917
S030,S36,outgroup,478.1215444035682
S030,S37,outgroup,1174.1463733702378
S030,S38,outgroup,811.6726026734934
S030,S39,outgroup,1255.5862409490946
S030,S40,outgroup,703.9929878869239
S030,S41,outgroup,915.2183296836371
S030,S42,outgroup,1231.8965885633552
S030,S43,outgroup,565.8564583697257
S030,S44,outgroup,1111.5953733145484
S030,S45,outgroup,705.805488636223
S030,S46,outgroup,1048.3231707661337
S030,S47,outgroup,748.4814834822553
S030,S48,outgroup,941.6291623018042
S030,S49,outgroup,1140.73651872546
S030,S50,outgroup,649.1666009336622
S031,S01,ingroup,800.5980918384244
S031,S02,ingroup,1012.6535316038609
S031,S03,ingroup,1002.4054648538693
S031,S04,ingroup,669.259356405838
S031,S05,ingroup,510.6670993247924
S031,S06,ingroup,744.6039510800745
S031,S07,ingroup,815.0740901074607
S031,S08,ingroup,929.6382344519128
S031,S09,ingroup,832.7579710529756
S031,S10,ingroup,795.7038856837789
S031,S11,ingroup,509.9094850315533
S031,S12,ingroup,825.3990986784972
S031,S13,ingroup,1163.7450557532736
S031,S14,ingroup,904.4032334650549
S031,S15,ingroup,677.3641371877625
S031,S16,ingroup,1077.2882472297988
S031,S17,ingroup,899.9334651456088
S031,S18,ingroup,758.8506836657766
S031,S19,ingroup,1238.3532008558986
S031,S20,ingroup,319.1933433225263
S031,S21,ingroup,756.9969177828405
S031,S22,ingroup,1200.8729161728406
S031,S23,ingroup,611.1066140553062
S031,S24,ingroup,835.2522051246634
S031,S25,ingroup,1104.7794167914094
S031,S26,outgroup,776.5951412365923
S031,S27,outgroup,667.2353116779242
S031,S28,outgroup,891.7662982030253
S031,S29,outgroup,790.9550600292034
S031,S30,outgroup,948.414454810159
S031,S31,outgroup,1064.3009225353303
S031,S32,outgroup,671.6510968833916
S031,S33,outgroup,855.5256070712207
S031,S34,outgroup,903.5494946996753
S031,S35,outgroup,641.9072570938647
S031,S36,outgroup,962.9336225372033
S031,S37,outgroup,997.0616880798312
S031,S38,outgroup,352.5583784084667
S031,S39,outgroup,667.4024039771557
S031,S40,outgroup,309.5743183552637
S031,S41,outgroup,1106.080759192182
S031,S42,outgroup,1211.5520463754672
S031,S43,outgroup,334.5841297671612
S031,S44,outgroup,875.0373314124857
S031,S45,outgroup,671.9460551724226
S031,S46,outgroup,1049.1407965785165
S031,S47,outgroup,834.8953361827396
S031,S48,outgroup,722.6633515509978
S031,S49,outgroup,955.1004978884521
S031,S50,outgroup,604.6071331392296
S032,S01,ingroup,554.170022800582
S032,S02,ingroup,983.6259334197309
S032,S03,ingroup,800.529003703817
S032,S04,ingroup,917.9944266673681
S032,S05,ingroup,973.4181598868923
S032,S06,ingroup,876.294614508079
S032,S07,ingroup,947.8403624404801
S032,S08,ingroup,477.1180166891227
S032,S09,ingroup,652.8184906378272
S032,S10,ingroup,787.6479522355978
S032,S11,ingroup,877.6722698914604
S032,S12,ingroup,491.52389153465407
S032,S13,ingroup,636.6657020133115
S032,S14,ingroup,993.4450886458699
S032,S15,ingroup,1184.7876687523506
S032,S16,ingroup,886.770033906352
S032,S17,ingroup,1012.1256270542855
S032,S18,ingroup,788.5517077271243
S032,S19,ingroup,840.41426402003
S032,S20,ingroup,1193.9790138268804
S032,S21,ingroup,724.9115190617023
S032,S22,ingroup,640.2724115455992
S032,S23,ingroup,1004.8133768766411
S032,S24,ingroup,1194.8012458066837
S032,S25,ingroup,1206.0331554543131
S032,S26,outgroup,846.3334717171942
S032,S27,outgroup,547.0464419288405
S032,S28,outgroup,1289.2125155147348
S032,S29,outgroup,1106.5185349605965
S032,S30,outgroup,877.4036745488854
S032,S31,outgroup,953.2591052492661
S032,S32,outgroup,954.0098518446906
S032,S33,outgroup,1077.5297218082724
S032,S34,outgroup,1230.2839333770082
S032,S35,outgroup,1152.990239246804
S032,S36,outgroup,701.2734227607963
S032,S37,outgroup,1299.8195517892664
S032,S38,outgroup,1035.7791818558019
S032,S39,outgroup,957.2916565347315
S032,S40,outgroup,976.823580339082
S032,S41,outgroup,1199.3206833917884
S032,S42,outgroup,1013.7810562992404
S032,S43,outgroup,906.372300594883
S032,S44,outgroup,1383.7924660146646
S032,S45,outgroup,1294.3339214916593
S032,S46,outgroup,993.9676738746598
S032,S47,outgroup,811.5131950710781
S032,S48,outgroup,1141.1478883916661
S032,S49,outgroup,864.4746649709805
S032,S50,outgroup,800.2725672253071
S033,S01,ingroup,450.05610685846653
S033,S02,ingroup,712.6950534395442
S033,S03,ingroup,819.5582278247036
S033,S04,ingroup,622.4325480453696
S033,S05,ingroup,473.60613729663356
S033,S06,ingroup,852.7260183416739
S033,S07,ingroup,1212.7269853123014
S033,S08,ingroup,514.8940751641818
S033,S09,ingroup,734.2812279704242
S033,S10,ingroup,596.9077596439381
S033,S11,ingroup,803.0697028084212
S033,S12,ingroup,945.2732679264068
S033,S13,ingroup,544.8577458491661
S033,S14,ingroup,747.5202000195542
S033,S15,ingroup,821.5075538259932
S033,S16,ingroup,1079.7096486966593
S033,S17,ingroup,1121.1935730445548
S033,S18,ingroup,979.4391995501338
S033,S19,ingroup,669.7155183502862
S033,S20,ingroup,318.83097603974943
S033,S21,ingroup,700.5023525516261
S033,S22,ingroup,950.5381313256728
S033,S23,ingroup,511.4900128851174
S033,S24,ingroup,1051.0358232089698
S033,S25,ingroup,436.64231473062586
S033,S26,outgroup,767.3416830719789
S033,S27,outgroup,608.880008685167
S033,S28,outgroup,708.0599106786387
S033,S29,outgroup,778.0087137681195
S033,S30,outgroup,480.95216147041344
S033,S31,outgroup,601.146353364489
S033,S32,outgroup,571.1529472432619
S033,S33,outgroup,990.8968177726103
S033,S34,outgroup,658.0696927865489
S033,S35,outgroup,849.0028385277727
S033,S36,outgroup,500.5265638557673
S033,S37,outgroup,818.5772815267806
S033,S38,outgroup,690.4944398613508
S033,S39,outgroup,514.9825037052367
S033,S40,outgroup,1029.5037691727152
S033,S41,outgroup,1223.8566559860146
S033,S42,outgroup,1023.775414481601
S033,S43,outgroup,831.9423983383839
S033,S44,outgroup,592.2487120992596
S033,S45,outgroup,702.411653876198
S033,S46,outgroup,1068.2747422429338
S033,S47,outgroup,575.3626702350072
S033,S48,outgroup,535.1391222393022
S033,S49,outgroup,636.5836752686753
S033,S50,outgroup,264.8703206579661
S034,S01,ingroup,500.1919371580433
S034,S02,ingroup,1316.217517654548
S034,S03,ingroup,772.8172074784135
S034,S04,ingroup,1008.5402736976553
S034,S05,ingroup,679.9046554608681
S034,S06,ingroup,419.3986490922607
S034,S07,ingroup,831.1313819823962
S034,S08,ingroup,614.3922826173687
S034,S09,ingroup,1004.539481750218
S034,S10,ingroup,689.5242494861326
S034,S11,ingroup,556.3698394569489
S034,S12,ingroup,953.0190828728362
S034,S13,ingroup,878.4046986275284
S034,S14,ingroup,1251.9919439931577
S034,S15,ingroup,1025.1385961489236
S034,S16,ingroup,847.8783588865139
S034,S17,ingroup,723.5382011769075
S034,S18,ingroup,783.981876793575
S034,S19,ingroup,513.746213268098
S034,S20,ingroup,861.7347162522263
S034,S21,ingroup,520.1381735860252
S034,S22,ingroup,585.787315304743
S034,S23,ingroup,945.4587668594679
S034,S24,ingroup,837.2358006618621
S034,S25,ingroup,243.9868055615753
S034,S26,outgroup,720.7063522854847
S034,S27,outgroup,537.6762452549646
S034,S28,outgroup,885.4249608174979
S034,S29,outgroup,524.025168012018
S034,S30,outgroup,705.2983202635268
S034,S31,outgroup,504.50642468500297
S034,S32,outgroup,780.9383372896544
S034,S33,outgroup,796.3759582200564
S034,S34,outgroup,539.8028616570264
S034,S35,outgroup,722.6526914224721
S034,S36,outgroup,401.4335322847371
S034,S37,outgroup,808.2648404203801
S034,S38,outgroup,771.2433995005296
S034,S39,outgroup,1204.144772967131
S034,S40,outgroup,792.2309339772241
S034,S41,outgroup,794.9490252114392
S034,S42,outgroup,720.5564907215681
S034,S43,outgroup,374.44183732856106
S034,S44,outgroup,688.8954493323595
S034,S45,outgroup,666.3154052225741
S034,S46,outgroup,891.9573603471019
S034,S47,outgroup,587.669126197183
S034,S48,outgroup,1060.5436421849354
S034,S49,outgroup,755.739247658994
S034,S50,outgroup,830.9158996003664
S035,S01,ingroup,927.132142413763
S035,S02,ingroup,1007.7243255595713
S035,S03,ingroup,1128.788776749834
S035,S04,ingroup,252.07798242284485
S035,S05,ingroup,381.7813834244847
S035,S06,ingroup,417.51765913427755
S035,S07,ingroup,776.6096655906367
S035,S08,ingroup,604.2504140605511
S035,S09,ingroup,597.130511858427
S035,S10,ingroup,152.799818421062
S035,S11,ingroup,169.3946058443383
S035,S12,ingroup,384.03267795144393
S035,S13,ingroup,620.0170642204638
S035,S14,ingroup,690.8635007180335
S035,S15,ingroup,715.9579596871738
S035,S16,ingroup,661.497719756908
S035,S17,ingroup,574.4802127534138
S035,S18,ingroup,684.2420966026496
S035,S19,ingroup,810.2328865978207
S035,S20,ingroup,731.3391194389425
S035,S21,ingroup,737.5753326332416
S035,S22,ingroup,630.7326913112888
S035,S23,ingroup,364.62478754177255
S035,S24,ingroup,994.2636761283081
S035,S25,ingroup,355.73684055852283
S035,S26,outgroup,595.2706253761603
S035,S27,outgroup,903.9658485085074
S035,S28,outgroup,595.4088929884688
S035,S29,outgroup,836.1844876723582
S035,S30,outgroup,721.1795532754675
S035,S31,outgroup,573.8041032851506
S035,S32,outgroup,755.6021310503864
S035,S33,outgroup,652.8209455446151
S035,S34,outgroup,822.3776630657309
S035,S35,outgroup,836.6076478197618
S035,S36,outgroup,1086.0945003719755
S035,S37,outgroup,615.2760983222985
S035,S38,outgroup,812.3345229897378
S035,S39,outgroup,1105.6359824719693
S035,S40,outgroup,965.4049116911151
S035,S41,outgroup,919.2526176419225
S035,S42,outgroup,690.7094383273468
S035,S43,outgroup,577.7862524688915
S035,S44,outgroup,872.7279962797975
S035,S45,outgroup,494.58907463240945
S035,S46,outgroup,744.7383961270493
S035,S47,outgroup,944.7995023070641
S035,S48,outgroup,476.7128324299104
S035,S49,outgroup,355.1195973733291
S035,S50,outgroup,670.6927608885611
S036,S01,ingroup,495.34973821407743
S036,S02,ingroup,1147.9062153870586
S036,S03,ingroup,388.29612843542674
S036,S04,ingroup,394.6670427399707
S036,S05,ingroup,621.5731125690894
S036,S06,ingroup,448.7068819957395
S036,S07,ingroup,600.3983406747603
S036,S08,ingroup,526.0679491933201
S036,S09,ingroup,593.0439636277042
S036,S10,ingroup,154.6880576430459
S036,S11,ingroup,858.2122932557832
S036,S12,ingroup,1283.1793165198796
S036,S13,ingroup,723.279694229743
S036,S14,ingroup,1036.7567624127194
S036,S15,ingroup,729.5345608893542
S036,S16,ingroup,867.8616816048029
S036,S17,ingroup,776.5721502774052
S036,S18,ingroup,616.2653696254208
S036,S19,ingroup,835.0065053507549
S036,S20,ingroup,834.4361805203357
S036,S21,ingroup,721.0949992763502
S036,S22,ingroup,697.4768203127131
S036,S23,ingroup,742.5406023607521
S036,S24,ingroup,668.2410313777522
S036,S25,ingroup,759.1025720588192
S036,S26,outgroup,890.4890034596928
S036,S27,outgroup,631.5639172673821
S036,S28,outgroup,876.5850702456071
S036,S29,outgroup,677.7977990204174
S036,S30,outgroup,816.3383326513175
S036,S31,outgroup,573.8016203679312
S036,S32,outgroup,867.2289259966498
S036,S33,outgroup,729.8913328816468
S036,S34,outgroup,883.6576976698511
S036,S35,outgroup,751.2135484202506
S036,S36,outgroup,381.25005464435003
S036,S37,outgroup,395.71498826007576
S036,S38,outgroup,842.1074345576054
S036,S39,outgroup,1023.1505616346158
S036,S40,outgroup,886.8876385423742
S036,S41,outgroup,1296.5401250771267
S036,S42,outgroup,963.416079875831
S036,S43,outgroup,533.9868282179086
S036,S44,outgroup,681.77080328194
S036,S45,outgroup,1029.9439459728544
S036,S46,outgroup,976.3419980658734
S036,S47,outgroup,816.9879756517785
S036,S48,outgroup,898.1165420724636
S036,S49,outgroup,759.7879231970916
S036,S50,outgroup,1040.5825323751103
S037,S01,ingroup,642.7218351445097
S037,S02,ingroup,959.892597290136
S037,S03,ingroup,55.72844242463964
S037,S04,ingroup,884.0561648220586
S037,S05,ingroup,321.6313457409242
S037,S06,ingroup,738.5342262948775
S037,S07,ingroup,592.5131448899496
S037,S08,ingroup,586.9552869502432
S037,S09,ingroup,1126.5027771034543
S037,S10,ingroup,596.023572926649
S037,S11,ingroup,732.8088946213103
S037,S12,ingroup,760.4985115191541
S037,S13,ingroup,694.5283517001351
S037,S14,ingroup,793.0966237391723
S037,S15,ingroup,593.2634566154559
S037,S16,ingroup,985.2528371627337
S037,S17,ingroup,611.4100985395783
S037,S18,ingroup,477.8726990370835
S037,S19,ingroup,821.8706438602807
S037,S20,ingroup,487.86686897629295
S037,S21,ingroup,644.8356345962019
S037,S22,ingroup,926.33762017869
S037,S23,ingroup,808.2695030560229
S037,S24,ingroup,535.195136319129
S037,S25,ingroup,697.9557350126563
S037,S26,outgroup,566.8898923809478
S037,S27,outgroup,564.4767068145383
S037,S28,outgroup,868.2752985420357
S037,S29,outgroup,1053.3353592880824
S037,S30,outgroup,555.589731802348
S037,S31,outgroup,471.91519704432494
S037,S32,outgroup,504.03500362553996
S037,S33,outgroup,552.9848250869431
S037,S34,outgroup,818.1245718544634
S037,S35,outgroup,645.6105080751024
S037,S36,outgroup,213.46492267402976
S037,S37,outgroup,395.23493374947344
S037,S38,outgroup,607.1710479107987
S037,S39,outgroup,773.931034327675
S037,S40,outgroup,944.5208680716275
S037,S41,outgroup,1129.457292641257
S037,S42,outgroup,408.1169952933757
S037,S43,outgroup,580.0737093188397
S037,S44,outgroup,203.02430237205613
S037,S45,outgroup,864.9675248908275
S037,S46,outgroup,543.6581127694407
S037,S47,outgroup,432.1786616161811
S037,S48,outgroup,579.2905876996333
S037,S49,outgroup,737.1991183579934
S037,S50,outgroup,727.1048523676027
S038,S01,ingroup,402.08287982351203
S038,S02,ingroup,694.279360038345
S038,S03,ingroup,382.7846973140629
S038,S04,ingroup,696.7569323434848
S038,S05,ingroup,718.5544554627692
S038,S06,ingroup,652.2957192638951
S038,S07,ingroup,771.0540040742056
S038,S08,ingroup,658.1817835479546
S038,S09,ingroup,337.85128613459887
S038,S10,ingroup,842.4334150986491
S038,S11,ingroup,805.8404028733869
S038,S12,ingroup,628.639809483573
S038,S13,ingroup,320.884774299073
S038,S14,ingroup,1080.145303204494
S038,S15,ingroup,660.1393816329734
S038,S16,ingroup,885.2364915309911
S038,S17,ingroup,345.7291208054532
S038,S18,ingroup,547.1815965314696
S038,S19,ingroup,511.50343659355576
S038,S20,ingroup,759.2639326434552
S038,S21,ingroup,319.5081825663955
S038,S22,ingroup,560.5085620497674
S038,S23,ingroup,342.8144352296203
S038,S24,ingroup,390.014677769161
S038,S25,ingroup,573.3831559120077
S038,S26,outgroup,1076.2741978418235
S038,S27,outgroup,636.0046425381474
S038,S28,outgroup,508.7140737501597
S038,S29,outgroup,474.22811265280234
S038,S30,outgroup,999.2097555096199
S038,S31,outgroup,1171.3181314520248
S038,S32,outgroup,817.9534244948929
S038,S33,outgroup,853.7206324161638
S038,S34,outgroup,643.7778987953956
S038,S35,outgroup,727.5746645086787
S038,S36,outgroup,567.9329432052781
S038,S37,outgroup,1008.3028717980401
S038,S38,outgroup,259.8985969328894
S038,S39,outgroup,565.7915645022425
S038,S40,outgroup,496.60461075471517
S038,S41,outgroup,632.7958711614775
S038,S42,outgroup,647.6149243354437
S038,S43,outgroup,563.6279993941753
S038,S44,outgroup,853.9247430721845
S038,S45,outgroup,764.8744191094947
S038,S46,outgroup,680.9245204552277
S038,S47,outgroup,1264.2929049979132
S038,S48,outgroup,780.0331556446107
S038,S49,outgroup,780.4343008612744
S038,S50,outgroup,956.826812767883
S039,S01,ingroup,785.9820036154376
S039,S02,ingroup,866.7662126282434
S039,S03,ingroup,804.4966443236516
S039,S04,ingroup,703.484290648744
S039,S05,ingroup,957.917015897458
S039,S06,ingroup,1015.527163905255
S039,S07,ingroup,863.1018604756463
S039,S08,ingroup,1088.8834859462522
S039,S09,ingroup,1142.0330936123023
S039,S10,ingroup,824.9494788501385
S039,S11,ingroup,1073.5359885012103
S039,S12,ingroup,1196.2325287295935
S039,S13,ingroup,1016.1251414666185
S039,S14,ingroup,858.2763944781976
S039,S15,ingroup,709.5028264925754
S039,S16,ingroup,1204.4767104410976
S039,S17,ingroup,919.0444183157883
S039,S18,ingroup,934.448001453043
S039,S19,ingroup,959.007316042896
S039,S20,ingroup,665.6564353810594
S039,S21,ingroup,994.2585033464375
S039,S22,ingroup,890.6782663004864
S039,S23,ingroup,932.3941327662255
S039,S24,ingroup,1058.2666494104196
S039,S25,ingroup,540.8161422849795
S039,S26,outgroup,1070.3010856106687
S039,S27,outgroup,538.4338559874466
S039,S28,outgroup,1112.9084197404568
S039,S29,outgroup,922.4436519851696
S039,S30,outgroup,1144.425382647276
S039,S31,outgroup,677.4050474341019
S039,S32,outgroup,1288.4476762562808
S039,S33,outgroup,1440.812975998423
S039,S34,outgroup,1297.302082065061
S039,S35,outgroup,688.3733052480634
S039,S36,outgroup,709.2702469063086
S039,S37,outgroup,741.4306343214176
S039,S38,outgroup,949.7039198484283
S039,S39,outgroup,935.2129878015587
S039,S40,outgroup,790.3367384955964
S039,S41,outgroup,1334.141346355124
S039,S42,outgroup,1301.9613206502688
S039,S43,outgroup,738.1052648251555
S039,S44,outgroup,884.6604150349316
S039,S45,outgroup,1119.7852868038028
S039,S46,outgroup,989.6522278772317
S039,S47,outgroup,996.1053106013027
S039,S48,outgroup,822.5681968437519
S039,S49,outgroup,1264.9883228983201
S039,S50,outgroup,237.9083914347998
S040,S01,ingroup,870.1217119677306
S040,S02,ingroup,1033.9606479122963
S040,S03,ingroup,767.2047712306785
S040,S04,ingroup,917.4104116969513
S040,S05,ingroup,808.4379787464563
S040,S06,ingroup,508.0190645513753
S040,S07,ingroup,1095.8718179854802
S040,S08,ingroup,979.5880595759666
S040,S09,ingroup,668.010753640331
S040,S10,ingroup,917.1816812408358
S040,S11,ingroup,779.4192780837033
S040,S12,ingroup,619.2083564131883
S040,S13,ingroup,943.8467365115066
S040,S14,ingroup,1147.3449157395928
S040,S15,ingroup,1018.8364382641221
S040,S16,ingroup,1440.8668905123864
S040,S17,ingroup,702.0756820543611
S040,S18,ingroup,1080.2662626912072
S040,S19,ingroup,1160.3717754087295
S040,S20,ingroup,920.3997723435583
S040,S21,ingroup,998.1562610383178
S040,S22,ingroup,762.4313733724878
S040,S23,ingroup,680.0431239764434
S040,S24,ingroup,954.2732103609763
S040,S25,ingroup,352.2002001753028
S040,S26,outgroup,895.1732910696761
S040,S27,outgroup,984.2447765828928
S040,S28,outgroup,504.0540622270988
S040,S29,outgroup,1135.6614555289034
S040,S30,outgroup,603.5520144715075
S040,S31,outgroup,854.1553520419072
S040,S32,outgroup,1016.0713101836038
S040,S33,outgroup,687.9143358897163
S040,S34,outgroup,540.016474186158
S040,S35,outgroup,731.0671414531387
S040,S36,outgroup,469.9575025348829
S040,S37,outgroup,1019.4565432043817
S040,S38,outgroup,643.1582982428233
S040,S39,outgroup,175.8983728227521
S040,S40,outgroup,648.6181068991945
S040,S41,outgroup,1439.4700225703891
S040,S42,outgroup,879.2834233410193
S040,S43,outgroup,947.8581828428166
S040,S44,outgroup,796.8294997129503
S040,S45,outgroup,749.2990364345696
S040,S46,outgroup,785.1043335954744
S040,S47,outgroup,1295.9229553014306
S040,S48,outgroup,407.43781568215684
S040,S49,outgroup,684.6091937392272
S040,S50,outgroup,430.9749502580029
S041,S01,ingroup,595.9671830370035
S041,S02,ingroup,865.849254384323
S041,S03,ingroup,577.7120242597921
S041,S04,ingroup,1001.8767331240973
S041,S05,ingroup,741.4187823124659
S041,S06,ingroup,553.8728054598828
S041,S07,ingroup,706.5108750549093
S041,S08,ingroup,798.9669960194119
S041,S09,ingroup,866.8573339047227
S041,S10,ingroup,593.7617939749832
S041,S11,ingroup,960.7646323873976
S041,S12,ingroup,1289.9820379006048
S041,S13,ingroup,773.3961127891157
S041,S14,ingroup,290.2315602281071
S041,S15,ingroup,657.1746212332362
S041,S16,ingroup,665.7639237409053
S041,S17,ingroup,659.2262486409962
S041,S18,ingroup,977.5525179529944
S041,S19,ingroup,673.3080108405791
S041,S20,ingroup,466.7201705259744
S041,S21,ingroup,402.47170559282233
S041,S22,ingroup,846.4668725213646
S041,S23,ingroup,657.0871298575304
S041,S24,ingroup,614.4560873492928
S041,S25,ingroup,642.6010526991851
S041,S26,outgroup,901.4351211088389
S041,S27,outgroup,1016.6417850357346
S041,S28,outgroup,789.3036109790169
S041,S29,outgroup,987.9721275164717
S041,S30,outgroup,481.64487391223275
S041,S31,outgroup,627.7888002493963
S041,S32,outgroup,1020.9697228492529
S041,S33,outgroup,748.4128047822221
S041,S34,outgroup,697.15860841616
S041,S35,outgroup,1177.1265468706183
S041,S36,outgroup,922.5493099222714
S041,S37,outgroup,954.0688934489672
S041,S38,outgroup,885.211652292183
S041,S39,outgroup,1106.6928892083715
S041,S40,outgroup,866.1364147254068
S041,S41,outgroup,694.1083234826285
S041,S42,outgroup,1161.7399772406395
S041,S43,outgroup,851.4188955134745
S041,S44,outgroup,947.2343746055599
S041,S45,outgroup,970.5681338336522
S041,S46,outgroup,780.439754573365
S041,S47,outgroup,420.852607118135
S041,S48,outgroup,813.5427808656917
S041,S49,outgroup,350.4413413208396
S041,S50,outgroup,748.8971133780087
S042,S01,ingroup,517.7637316677879
S042,S02,ingroup,1104.0937383201565
S042,S03,ingroup,858.0874141425428
S042,S04,ingroup,814.2424166914418
S042,S05,ingroup,732.6945522285382
S042,S06,ingroup,1110.6326270668153
S042,S07,ingroup,806.2494037164417
S042,S08,ingroup,858.9028317269306
S042,S09,ingroup,449.34541367113945
S042,S10,ingroup,634.5872192215008
S042,S11,ingroup,882.8905628031247
S042,S12,ingroup,1094.4784488213566
S042,S13,ingroup,535.6347590383367
S042,S14,ingroup,897.1248751657706
S042,S15,ingroup,636.9468329805794
S042,S16,ingroup,1234.7174367867328
S042,S17,ingroup,855.7793827102256
S042,S18,ingroup,800.4883838381894
S042,S19,ingroup,1394.5629129205684
S042,S20,ingroup,992.6297663165842
S042,S21,ingroup,1067.8554699587808
S042,S22,ingroup,1229.369537618762
S042,S23,ingroup,800.9568483581693
S042,S24,ingroup,685.4393633881241
S042,S25,ingroup,777.3569586082526
S042,S26,outgroup,814.5889292245749
S042,S27,outgroup,785.9515611160272
S042,S28,outgroup,875.2982206518669
S042,S29,outgroup,742.7114556794895
S042,S30,outgroup,796.1747081117433
S042,S31,outgroup,730.8537859514012
S042,S32,outgroup,755.9239924760705
S042,S33,outgroup,765.1391828044069
S042,S34,outgroup,808.3454320807283
S042,S35,outgroup,968.5978375695661
S042,S36,outgroup,1176.6815216813557
S042,S37,outgroup,928.2213302762831
S042,S38,outgroup,836.6426964778391
S042,S39,outgroup,1061.9609924840995
S042,S40,outgroup,1090.4023010601313
S042,S41,outgroup,840.0403161281109
S042,S42,outgroup,762.805458658692
S042,S43,outgroup,980.1883397139728
S042,S44,outgroup,845.068689147777
S042,S45,outgroup,910.6058384599357
S042,S46,outgroup,707.0468181048022
S042,S47,outgroup,824.5464810062704
S042,S48,outgroup,572.9920743018122
S042,S49,outgroup,682.6316656863548
S042,S50,outgroup,400.11051197735173
S043,S01,ingroup,279.39244125193966
S043,S02,ingroup,446.13944881689804
S043,S03,ingroup,674.8279914297598
S043,S04,ingroup,629.7177358186149
S043,S05,ingroup,358.2287823431192
S043,S06,ingroup,312.9758384856318
S043,S07,ingroup,347.40911589080963
S043,S08,ingroup,469.72060787807465
S043,S09,ingroup,509.06673060384105
S043,S10,ingroup,626.4258798579693
S043,S11,ingroup,552.8109081721958
S043,S12,ingroup,702.1034021406824
S043,S13,ingroup,104.2113581793131
S043,S14,ingroup,789.6123660982322
S043,S15,ingroup,329.0727158331632
S043,S16,ingroup,1003.6991462400882
S043,S17,ingroup,381.2444549055159
S043,S18,ingroup,773.2018366263953
S043,S19,ingroup,795.8652595822616
S043,S20,ingroup,634.5145758822762
S043,S21,ingroup,396.5825161050768
S043,S22,ingroup,899.8727620935624
S043,S23,ingroup,263.9022625157704
S043,S24,ingroup,643.0053017675054
S043,S25,ingroup,785.3615439904031
S043,S26,outgroup,361.69794876753235
S043,S27,outgroup,385.56299542063994
S043,S28,outgroup,546.5302210770292
S043,S29,outgroup,605.3500746336825
S043,S30,outgroup,337.6041904211654
S043,S31,outgroup,619.1427984946556
S043,S32,outgroup,660.4461737397172
S043,S33,outgroup,740.1089910787341
S043,S34,outgroup,464.89892392609926
S043,S35,outgroup,468.6842189265659
S043,S36,outgroup,673.321502357488
S043,S37,outgroup,969.6970754421253
S043,S38,outgroup,328.6669228480478
S043,S39,outgroup,399.2863472603507
S043,S40,outgroup,264.15484167001927
S043,S41,outgroup,488.0389138189204
S043,S42,outgroup,564.399222806559
S043,S43,outgroup,290.03925706069106
S043,S44,outgroup,532.1387464275364
S043,S45,outgroup,848.2939767294671
S043,S46,outgroup,926.7312395542124
S043,S47,outgroup,754.559291100396
S043,S48,outgroup,360.1803496066769
S043,S49,outgroup,674.7168145397483
S043,S50,outgroup,768.3707188999488
S044,S01,ingroup,545.6017084460836
S044,S02,ingroup,765.2318929612213
S044,S03,ingroup,406.9695323189812
S044,S04,ingroup,817.5077899791379
S044,S05,ingroup,363.49638996339047
S044,S06,ingroup,827.6854324977021
S044,S07,ingroup,613.6955137038522
S044,S08,ingroup,481.80565200232456
S044,S09,ingroup,861.142231783417
S044,S10,ingroup,632.833987065614
S044,S11,ingroup,493.4513533595859
S044,S12,ingroup,1085.6810813600098
S044,S13,ingroup,349.5026859775541
S044,S14,ingroup,694.6330503851383
S044,S15,ingroup,878.8365263489821
S044,S16,ingroup,846.2926397738436
S044,S17,ingroup,1090.5247606318203
S044,S18,ingroup,487.4132343862341
S044,S19,ingroup,575.5330938548586
S044,S20,ingroup,814.2425260930837
S044,S21,ingroup,813.5749529565715
S044,S22,ingroup,900.1858496614666
S044,S23,ingroup,404.02787345787357
S044,S24,ingroup,647.7580110075884
S044,S25,ingroup,848.4222803026976
S044,S26,outgroup,1310.6625224772997
S044,S27,outgroup,572.5066066996565
S044,S28,outgroup,560.0258423288285
S044,S29,outgroup,679.2239140650064
S044,S30,outgroup,523.0693388161228
S044,S31,outgroup,841.5693899291701
S044,S32,outgroup,729.8343023067682
S044,S33,outgroup,999.4796701477727
S044,S34,outgroup,862.014657359949
S044,S35,outgroup,661.5906214995318
S044,S36,outgroup,881.1626694386796
S044,S37,outgroup,846.0525655580632
S044,S38,outgroup,1034.4134758294144
S044,S39,outgroup,985.7570542009413
S044,S40,outgroup,946.9719218865795
S044,S41,outgroup,984.4839310465305
S044,S42,outgroup,910.9989239895002
S044,S43,outgroup,754.4728998960585
S044,S44,outgroup,515.7746370857194
S044,S45,outgroup,914.5247441890987
S044,S46,outgroup,964.0722960086689
S044,S47,outgroup,807.3442086258832
S044,S48,outgroup,911.7230990436918
S044,S49,outgroup,739.2272694938895
